CityID,CityName,PlaceName,PlaceRating,DistFromCity,PlaceDesc
6,Goa, 13. Scuba Diving in Goa ,4.3, 14 km  from city center ," Goa is one of the few places in India offering scuba diving. Diving in Goa is not the best owing to limited underwater visibility, but it is still popular among tourists as it is a good destination for beginners to explore the delights of the underwater world. The absence of strong water current with occasional surges adds serenity to the activity. "
6,Goa, 14. Go Shopping in Goa ,3.7, 2 km  from city center ," For carrying back an authentic Goan experience with you, you can buy some feni, cashew-nuts, Goan hats and handicrafts. There are lots of shops in Panjim, the capital where you can buy interesting stuff. Goa is also known for its hand-painted ceramics. "
6,Goa, 15. Explore Dona Paula ,4.4, 5 km  from city center ," Dona Paula is one of the most popular tourist hangouts in Goa famous for its vast stretch of beach. The small beach is also popular as the Lover's Paradise and features a jetty (Dona Paula Jetty) adjacent to it, which provides an ethereal view of the Arabian Sea and Mormugao harbour. "
6,Goa, 16. Arambol Beach ,4.4, 25 km  from city center ," Beautiful and serene, Arambol Beach is among the best beaches of North Goa and is relatively unexploited by tourist activities. Considered to be one of the most spectacular beaches in Goa, Arambol beach has a distinct Bohemian feel to it, which attracts tourists from all over the world. "
6,Goa, 17. Vagator Beach ,4.3, 15 km  from city center ," Vagator beach is one of the most beautiful beaches in Goa. It is famous for its soft white sands and imposing but beautiful rocky cliffs. The beach is divided into two major parts, namely Little Vagator, also known as Ozran Beach, and Big Vagator. It is also popular for its sweeping panoramic views, beach shacks and trance parties. "
6,Goa, 19. Church of Our Lady of the Immaculate Conception ,3.7, 0 km  from city center ," Located in Panjim, Our Lady of Immaculate Conception is one of the oldest chapels in Goa. It is known to house the second largest church bells in Goa. The view of the sunset and the church lit up at night is a soothing sight to witness. "
6,Goa," 20. Party at the Tito's, Calangute ",3.5, 10 km  from city center ," Titos nightclub is one of the top things to do in Goa for most tourists. Located in Calangute, Tito's is one of the most famous nightclubs in Goa. The entire lane in Baga, where the pub is located is popularly called Tito lane.  "
6,Goa," 22. Mambos, Calangute ",3.7, 10 km  from city center ," Located in the famous Titos lane, Mambos is a popular nightclub in Goa. The open-air lounge encircles a dancing area with a host of Indian and international DJs playing every night. They also serve a variety of Hookahs. "
6,Goa," 23. Club LPK - Love Passion Karma, Candolim ",3.7, 5 km  from city center ," Club LPK is one of the most popular nightlife spots in Goa. Surrounded by water on three sides, it was shifted to Nerul from its original location. The nightclub has generally some good DJs playing a mix of house, trance, and Bollywood music. "
6,Goa, 25. Relax at the Palolem beach ,4.4, 58 km  from city center ," Palolem Beach, located in the South Goa is one of the most beautiful beaches of the Union Territory has to offer. Mostly unspoiled, the beach is often flocked with foreign tourists.  "
6,Goa, 27. Rejuvenate by Spas and Massages ,3.7, 8 km  from city center , Goa is full of spa resorts and Ayurvedic massage centers. Beachside massages are also available at some beaches. Various spas of Goa which are preferred by the tourists from all around the world are Sereno Spa and Leela Kempinski Goa Spa Center. 
6,Goa, 28. Colva Beach ,4.4, 26 km  from city center ," One of the most happening beaches in South Goa, Colva beach is mainly renowned for its shopping and phenomenal nightlife. The beach is full of shacks and eating joints.  "
6,Goa, 29. Morjim Beach ,4.3, 18 km  from city center ," Morjim is sometimes referred to as ""Little Russia"" owing to the large population of Russian immigrants staying here. Morjim beach is home to exotic species of birds and some rare endangered animals such as sea turtles. "
6,Goa, 30. Casino ,3.6, 0 km  from city center ," Located on a yacht in River Mandovi, the casino is one of the coolest places to be when you're in the party state. The entry fee is placed high at Rs. 1600, and the casino holds ample number of tables of American Roulette, Blackjack and Rummy. Go ahead and try your luck! "
6,Goa, 31. Agonda Beach ,4.4, 53 km  from city center ," If you're looking for a place away from the hustle bustle of the crowd with more space and solitude, Agonda beach is the right place for you. With the clear blue water and coconut trees, this beach is a delight for nature lovers. "
6,Goa, 33. Se Cathedral ,3.3, 9 km  from city center ," Se Cathedral, or Sé Catedral de Santa Catarina, is one of the largest churches in Asia. Located in Old Goa, it is dedicated to Saint Catherine. It is a famous landmark in Goa exhibiting Portuguese-Manueline architectural style. "
6,Goa, 34. Cavelossim Beach ,3.0, 38 km  from city center ," With magnificent black rocks that contrast with the white sand shores of this idyllic beach, the Cavelossim Beach is located in South Goa. Cleaner and quieter than the cliched party beaches of Goa, it is the perfect spot for travellers looking to enjoy the endless expanse of the clear blue waters.  "
6,Goa, 35. Patnem Beach ,3.9, 60 km  from city center ," Situated in Canacona, South Goa, Patnem Beach is one of the most secluded and tranquil beaches of Goa. It is the perfect place to laze by the beach and do absolutely nothing. The waters are quite safe to swim in, and the views of the sunset are magnificent and uninterrupted. "
6,Goa, 37. Fort Tiracol ,3.0, 29 km  from city center ," Across the Terekhol river from the Querim beach in North Goa lies the majestic Tiracol Fort. Once a crucial part of the maritime defence, it now serves as Fort Tiracol Heritage Hotel. It is popular for an unbeatable panoramic view of the Arabian Sea. "
6,Goa, 42. Sunburn Festival ,3.0, 14 km  from city center ," Ranked amongst few of the world’s best music festivals, Sunburn Music Festival tops the list of every Electronic Music fan’s bucket list. It is mostly famous for its extravagance, fantastic music and noteworthy artist line-up. "
6,Goa, 44. Church of St. Cajetan ,3.4, 9 km  from city center ," The Church of Saint Cajetan, located in Old Goa close to the Se Cathedral, is one of the most beautiful churches in Goa. The only surviving domed structure in Goa, the church is admired for its wonderful and graceful architecture that reminds you of Basilica of St. Peter in Rome. "
6,Goa, 45. Bambolim Beach ,3.4, 6 km  from city center ," Bambolim Beach is a pristine beach located in Bambolim in North Goa, 7 kilometres away from Panjim. It is famous for being a virgin beach, untouched by commercialization and is barely ever crowded.  "
6,Goa, 48. Church of St Francis of Assisi ,3.4, 9 km  from city center , Church of St Francis of Assisi is a 16th-century Portuguese church located near Se Cathedral in Goa. It is a famous landmark which exhibits an eclectic mix of stunning architecture and intricate carvings.  
6,Goa, 49. Cabo de Rama Beach ,3.4, 45 km  from city center ," Cabo de Rama Beach is a beautiful secluded beach located in Margao, South Goa. Surrounded by tall coconut trees, this beach is perfect for setting up a picnic, playing volleyball, or just spending some quality time.  "
6,Goa, 52. Ashwem Beach ,3.0, 20 km  from city center ," Ashwem Beach is one of the few beaches left in Goa that is yet to be discovered by the mainstream tourist crowd of Goa, offering its visitors an endless expanse of pearly white sands complemented well by the beautiful waves of the Arabian Sea. Surfing and Yoga are widely practised here. "
7,Udaipur, 1. City Palace ,4.5, 0 km  from city center ," City Palace is Rajasthan's largest palace built along the banks of Lake Pichola. The main part of the palace is open as City Palace Museum with extravagant architecture comprising of ornate halls, royal courtyard, central garden and Zenana Mahal among others. "
7,Udaipur, 2. Sunset Cruising over Lake Pichola ,4.6, 1 km  from city center ," The oldest and one of the largest lakes of Udaipur, Lake Pichola is enveloped by lofty palaces, temples, and bathing ghats. Boating in Lake Pichola is the most popular thing to do in Udaipur. Boats are easily available from Rameshwar Ghat if visiting from the City Palace. Otherwise, take a boat trip from Lal Ghat. "
7,Udaipur, 3. Sajjangarh Palace ,4.4, 6 km  from city center ," Also known as Monsoon Palace, Sajjangarh Palace is located at Bansdara Mountain on the outskirts of Udaipur. It was built by Maharana Sajjan Singh as an astronomical observatory. Now it serves as one of the best places to view the Udaipur skyline and panoramic city view, particularly at sunset. "
7,Udaipur, 5. Jag Mandir palace ,4.3, 1 km  from city center ," Also known as the Lake Garden Palace, Jag Mandir is located on an island in Lake Pichola. It was once the summer resort of the royal family. The grand palace comprises some impressive structures worth visiting. Jag Mandir can only be visited by boat. "
7,Udaipur, 6. Eklingji Temple ,4.4, 20 km  from city center ," Almost 22km away from Udaipur, Eklingji Temple is dedicated to Lord Shiva. Taking a cab to this temple is the most convenient way to reach it. It is one of the most famous temples of Rajasthan, also known for its remarkable architecture. "
7,Udaipur, 8. Jagdish Temple ,4.4, 0 km  from city center , Jagdish Temple is one of the most famous temples in and around Udaipur. It is dedicated to Lord Vishnu in the form of Jagannath. The temple is also popular for its striking architecture. Jagdish Temple is located 150m from City Palace's Badi Pol entrance and has a steep flight of steps to the top. 
7,Udaipur, 9. Boating over Fateh Sagar Lake ,4.4, 4 km  from city center , Fateh Sagar Lake is an artificial lake named after Maharana Fateh Singh of Udaipur and Mewar. It is one of the four lakes in Udaipur and houses Nehru Island and the Udaipur Solar Observatory on its three islands. Boating here in the backdrop of Aravali is a must-do activity.  
7,Udaipur, 10. Saheliyon Ki Bari ,4.2, 4 km  from city center ," A majestic garden located on one of the islands of Fateh Sagar Lake, Saheliyon-ki-Bari has expansive lawns, shady cool walking lanes and imposing fountains. There is also a small museum here. It is one of the best places in Udaipur to relax. "
7,Udaipur, 12. Admire the nature in Gulabh Bagh and Zoo ,3.3, 0 km  from city center ," Gulab Bagh Zoo is located in the most abundant garden called Gulab Bagh and implicit to the name it has a variety of well-maintained roses. The mini zoo within the garden is a short walk away from the rose gardens. A very few numbers of species of animals are housed in this zoo including the wide-eyed owls and has enough places to visit within the vicinity like the toy train which is open to the kids and the adults. There is an enormous artificial water body called Kamal Talai which adds to the palace like the beauty of the Garden and a Navlakha Mahal, a religious place for parents to visit. "
7,Udaipur, 13. View the Sunset at Jaisamand Lake ,3.9, 47 km  from city center ," Jaisamand Lake, also known as Dhebar Lake, is the second-largest artificial lake in India. Hawa Mahal, Ruthi Rani ka Mahal, Jaisamand Wildlife Sanctuary and Jaisamand Island Resort are located on its shores and islands. "
7,Udaipur, 15. Sukhadia Circle ,3.4, 3 km  from city center ," Sukhadia Circle, also called The Heart Of Panchvati, is located In the north of the Udaipur city. This splendid turn around Panchwati is a small pond amidst which lies a 21 Ft high three-tiered fountain. "
7,Udaipur, 16. Vintage Car Museum ,3.6, 1 km  from city center , Located just a few kilometers away from the magnificent City Palace Vintage Car Museum is an awesome place for automobile and car lovers.  
7,Udaipur, 17. Bharatiya Lok Kala Museum ,3.4, 3 km  from city center ," If you are interested in artifacts and curious to know how of making these items then Bharatiya Lok kala Museum is definitely the place for you. Located to the north of Chetak circle in Udaipur, the museum has a fine collection of paintings, folk musical instruments, folk dresses and ornaments, dolls, masks, puppets and idols of Gods and Goddesses. "
7,Udaipur, 18. Shilp Gram ,3.4, 5 km  from city center ," Located at the foot hills of Aravali Mountains in Udaipur, Shilpgram is a craftsmen's village which encloses twenty-six huts constructed in traditional architectural styles and these huts display many house hold decorative articles. "
7,Udaipur, 20. Doodh Talai Musical Garden ,3.4, 1 km  from city center ," Doodh Talai Musical garden is a rock and fountain garden which is a great place to enjoy the sunset and one can see the wide expanse of the city. Also, there is an Areal tramway (cable car) connecting a garden of Doodh Talai and the Karni mata Temple. "
7,Udaipur, 26. Maharana Pratap Smarak ,3.4, 46 km  from city center ," Overlooks the charming Fateh Sagar Lake, Maharana Pratap Memorial comprises of a marvelous bronze statue Maharana Pratap sitting on his faithful horse Chetak. Many people come here to pay their homage to the Rajput Hero, Maharana Pratap and his loyal horse. "
7,Udaipur, 29. Nehru Garden ,3.4, 4 km  from city center ," Constructed in an Island at the heart of Fateh Sagar Lake, Nehru Garden encloses many distinct water fountains resembling those in Brindavan Gardens of Mysore. Another major attraction of the garden is a floating restaurant, in a boat shape. "
7,Udaipur, 37. Bada Mahal ,3.4, 0 km  from city center ," Dating back to 17th century, Bada Mahal is an incredible structural marvel. Constructed in Rajput-Mughal architectural style, the Mahal is considered as the Men''s section of the City Palace. "
7,Udaipur, 38. Haldighaati ,3.3, 35 km  from city center ," This is a historic site located 40km from the Udaipur city and is famous for the battle between the Mughals and the Rajputs led by Maharana Pratap. There is a cenotaph with thin, delicate marble columns dedicated to Rana Pratap's horse. "
8,Srinagar, 1. Dal Lake ,4.4, 7 km  from city center , The famous Dal Lake is the second-largest lake in Jammu & Kashmir. The mirror-like lake reflects the peaks of the Pir Panjal mountains while the colourful shikaras (gondolas) float around. The houseboats and shikaras are its main attractions. 
8,Srinagar, 2. Shalimar Bagh ,4.3, 10 km  from city center ," Shalimar Bagh is the largest of the three Mughal gardens in Srinagar.  It is now a public park and is known as the ""crown of Srinagar"". The chini khanas or arched niches placed behind waterfalls and the chinar trees are the highlights here. "
8,Srinagar, 3. Shikara Ride ,4.6, 4 km  from city center , The paramount reason why people come to Srinagar is for the relaxing and memorable Shikara rides. Taking the ride across the scenic Dal Lake at the backdrop of the majestic slow clad Himalaya's is indeed an experience in itself both enjoyable and unparallel. 
8,Srinagar, 4. Shankaracharya Temple ,3.8, 4 km  from city center ," The Shankaracharya Temple in Srinagar, located on top of the Shankaracharya Hill, is dedicated to Lord Shiva and is one of the oldest shrines in Kashmir. Situated at a height of about 1100 feet on the south-east of the city, this sacred temple offers splendid views of the valley and the snow clad mountains of the Pir Panjal range. "
8,Srinagar, 5. Indira Gandhi Memorial Tulip Garden ,4.3, 8 km  from city center ," Indira Gandhi Memorial Tulip Garden is the largest tulip garden in Asia which is set in the foothills of the Zabarwan mountain range in Srinagar. Formerly known as Model Floriculture Center, it overlooks the mesmerising Dal Lake. The Tulip Festival held here is the highlight which attracts tourists from the world over. "
8,Srinagar, 7. Nishat Bagh ,4.3, 9 km  from city center ," The Nishat Bagh is a 12 terraced garden which is the second-largest Mughal garden in Kashmir after Shalimar Bagh. It has a splendid Mughal central water channel with several fountains, which is surrounded by tall Chinar trees. "
8,Srinagar, 8. Nigeen Lake ,4.3, 5 km  from city center ," Nigeen Lake is renowned for its pristine waters and stunning ambience. It is located next to Dal Lake but is much smaller in size. It is one of the best places in the city to catch the sunrise and sunset thanks to the beautiful landscape and willow and poplar trees surrounding it. 
 "
8,Srinagar, 10. Chashm-E-Shahi ,4.3, 8 km  from city center ," Chashme Shahi is one of the three Mughal gardens in Srinagar. It is a terraced garden dotted with walkways, colourful plants and pools of water. It is famous for its natural spring known as Rupa Bhawani.  "
8,Srinagar, 11. Pari Mahal ,3.3, 7 km  from city center ," The House of Fairies or Pari Mahal is a historic monument placed above the beautiful Chashma Shahi Gardens near Srinagar. A well-laid spacious garden surrounds this structure, which was once a Buddhist monastery and later served as a school of astrology promoted by the eldest son of Shah Jahan, Dara Shikoh. "
8,Srinagar, 12. Hazratbal Shrine ,4.3, 53 km  from city center ," The Hazratbal Shrine is the holiest Muslim shrine and mosque in Kashmir. It houses a relic known as Moi-e-Muqqadas which is believed to be a sacred hair of Prophet Muhammad's beard. Situated on the banks of Dal Lake facing the Nishat Bagh, it affords a picturesque view of the lake and surrounding mountains. "
8,Srinagar, 15. Char Chinar ,3.3, 7 km  from city center ," Char Chinar is an island in the Dal Lake of Srinagar, surrounded by the Chinar trees on all four sides of it. Also known as Char Chinari (char chinari means four sides) and Rupa Lank, it was constructed by Murad Baksh, the brother of Mughal emperor Aurangzeb. The Char Chinar is best explored during a shikara ride in the Dal Lake. "
8,Srinagar, 17. Yusmarg ,4.2, 31 km  from city center ," At a distance of 47 kms from Srinagar, Yusmarg is the quietest place out of all tourist destinations in Kashmir which is also an amazing trek spot. It is one of the most romantic places in the state. "
8,Srinagar, 20. Jamia Masjid ,3.3, 5 km  from city center ," Jamia Masjid is a 600-year-old mosque in Srinagar, located in the Nowhatta area amidst the bustle of local bazaars. The tranquil mosque is known for its unique architecture, the highlight being the 378 wooden Deodar pillars. The mosque becomes especially crowded on Fridays.  "
8,Srinagar, 23. Challi Point ,3.3, 4 km  from city center ," Challi Point is one of the most trendy and popular places in Srinagar. With the Dal lake in the backdrop, this place bustles with both tourists and locals spending some enjoyable time amidst breathtaking sceneries. "
8,Srinagar, 24. Nehru Garden ,3.3, 5 km  from city center ," Providing the best view of the Dal lake is Nehru Garden, a botanical garden in Srinagar. It was built in 1969 in the memory of Pandit Jawaharlal Nehru. The Nehru Garden is popular for housing a collection of rare Kashmiri tropical plants. Other things to see include 15000 ornamental plants and a collection of oak trees. "
8,Srinagar, 27. Tarsar Marsar Trek ,3.5, 33 km  from city center ," A trek that not only gives you a thrill of adventure but also a glimpse of nature’s beauty so spell bounding is one of the most memorable trips of Tarsar Marsar Trek. Nestled in the lap of Aru Valley of Kashmir, the trail is of quite a magnificence adorned with variety of landscapes. "
8,Srinagar, 29. Dachigam National Park ,3.3, 23 km  from city center ," Situated 22km from the main town of Srinagar, Dachigam National Park is known for housing rare Kashmir stag which is the only species of red deer in India. Other animals that can be spotted here includes Himalayan brown bear to Pygmy Owlets to the predators, the leopards. "
8,Srinagar, 31. City Shopping ,3.0, 4 km  from city center ," Srinagar is the place to shop for all that Kashmir is famous for. Essentials include Cashmere Shawls, leather products, carpets, rugs, mats, dry fruits and more. "
8,Srinagar, 35. Wular Lake ,4.6, 37 km  from city center ," The famed Wular lake is India's largest freshwater lake. An experience unparalleled, it is home to several species of birds and thus haven for bird watchers. It is also popular for boating, water sports and water skiing "
8,Srinagar, 36. Baramulla ,4.2, 44 km  from city center ," A famous tourist destination located close to Srinagar, Baramulla's charm lies in its untouched beauty. Enveloped by the Himalayas on all sides and resting on the banks of the River Jhelum, this city has been endowed with a quietly scenic landscape.  "
8,Srinagar, 37. Chinar Park ,3.4, 2 km  from city center ," Chinar park is a recent addition to the tourism scene in Srinagar. Housing three island, old Chinar trees, flowers, musical fountains, kiosks, an open air theater for cultural programs and swings, the park is quickly making its way to the list of favorites of the town. "
8,Srinagar, 38. Khanqah of Shah Hamdan ,3.3, 2 km  from city center ," Built on the sandy banks of the Jhelum river in Srinagar, is the Khanqah Of Shah Hamda. It is bustling with activity and people on the sixth day of Dul-Haj (the last month of the Islamic Lunar calendar), on the death anniversary of Mir Syed Ali Hamdani. "
8,Srinagar, 39. Anantnag ,3.3, 51 km  from city center ," The capital of commerce of J&K, Anantnag is filled with hot springs, lakes, temples and shrines. The place is known for its religious tolerance and there are shrines that belong to both the Hindus and the Muslims. "
9,Munnar, 2. Atukkad Waterfalls ,3.7, 1 km  from city center ," Nestled 2 km away from Munnar amidst beautiful hills and lush green jungles, this pristine waterfall makes for romantic escapades and picnics site. However, the road to Atukkad is very narrow and needs a lot of experience to drive on. The pool formed at the base of the waterfall is suitable for taking a dip! "
9,Munnar, 3. Soak the vibe of Rose Garden ,3.8, 7 km  from city center ," The Rose Gardens of Munnar, spread over 2 acres of land, is an excellent stretch that is brimming with a variety of plants, including spices, crops like cardamom and vanilla, and a variety of other fruit trees. You can also buy seeds of flowering plants from here. "
9,Munnar, 4. Tata Tea or KDHP Museum ,4.0, 1 km  from city center ," Located in the Nallathanni Estate of Tata Tea, the KDHP Museum is a tea museum housing old machinery used for tea processing, photographs and other memorabilia. The museum showcases the transformation of Munnar into a tea land. "
9,Munnar, 5. Sunset at Pothamedu View Point ,3.9, 2 km  from city center ," Pothamedu View Point, situated 6 km off Munnar, is adorned with stretching hills and lush green mountains. One can witness the spectacular wide views of tea, coffee and cardamom plantations of the area. Trekkers and hikers would love the adrenaline rush of this place. "
9,Munnar, 6. Picnc at Mattupetti Dam ,3.7, 7 km  from city center ," Mattupetty Dam, situated 13 km off Munnar at 1700m above the sea level, is highly famous for the Indo-Swiss live stock projects. This picnic spot is also popular among its visitors for various activities like speed boating and horse riding. "
9,Munnar, 9. Witness the Neelakurinji Blooming Spectacle at Top Station ,4.5, 21 km  from city center ," Top Station is the highest point in Munnar at 6276 ft. It is the top place to visit in Munnar to enjoy the panoramic view of the majestic Western Ghats and valley of Theni District of Tamil Nadu. Every 12 years, the rare Neelarkunji flowers bloom here. "
9,Munnar, 10. Pose at the Photo Point ,4.4, 8 km  from city center ," Photo Point is located on the way to the Madupetty Dam. It is a picturesque site perched atop the low rolling slopes and undulating plains of Nilgiris in Munnar. In the backdrop of the stretches of tea gardens, this point serves as an excellent photographic opportunity. "
9,Munnar, 11. Eravikulam (Rajamalai) National Park ,4.6, 13 km  from city center ," Located a 45-minute drive away from Munnar, the Eravikulam National Park (also known as Rajamalai Wildlife Sanctuary) is a UNESCO world heritage site. Elephant, Nilgiri langur, Nilgiri marten, Atlas moth (largest in the world), lion-tailed macaque, small-clawed otter, and a rare tiger or leopard are some of the main animal species that can be spotted here. "
9,Munnar, 14. Meet the Wildlife at Anamudi Peak inside Eravikulam National Park ,4.3, 13 km  from city center , Anamudi or Anai Mudi Peak in Munnar is well known to be the home for the largest surviving population of Asian elephants in India. The peak itself is within the boundaries of the Eravikulam National Park and is a famous trekking destination. It is also famous for the Neela Kurinji flower which is known to blossom only once every 12 years. 
9,Munnar, 15. Kundala Dam & Lake ,4.0, 20 km  from city center , Situated in the laps of the lush jungle is Kundala Dam & Lake laying 23 km off Munnar. This arch dam is famous for its Kashmiri-Shikara boat rides and pedal boat rides. The area also has cherry blossom trees that bloom twice a year. 
9,Munnar, 17. Shout out at the Echo Point ,4.5, 11 km  from city center ," Echo Point is well known for its enthralling illustration of the phenomenon of echoing. As you scream, it is fun to hear your voice reverberate around the attraction again and again. It is surrounded by three mountain ranges, Mudrapuzha, Nallathanni, and Kundala. Boating is popular here. "
9,Munnar, 20. Wet your Toes by the Cheeyappara Waterfalls ,3.4, 25 km  from city center ," Situated close to Valara Falls is another beautiful waterfall known as Cheeyappara Waterfalls. These falls serves as a major attraction of the region cascading over seven steps. One can easily reach the place by a bus, taxi or auto rickshaw. "
9,Munnar, 21. Trek & Camp in Chinnar Wildlife Sanctuary ,4.3, 29 km  from city center ," Being one of twelve wildlife sanctuaries among the protected areas of Kerala, the Chinnar Wildlife Sanctuary houses species like grizzled giant squirrel, gaur, spotted deer, tufted grey langur, slender loris, crocodile, wild elephant, tiger, leopard and many birds. "
9,Munnar, 22. Marayoor ,4.3, 23 km  from city center ," Located just 40 kilometres away from Munnar is Marayoor, which is famous for its naturally growing sandalwood forest and dolmens from the Stone Age Civilisation. Wrapped in a wispy blanket of glorious clouds, Marayoor has hamlets, sugarcane fields, waterfalls, and bamboo forests making it an enchanting landscape of exquisite green beauty.  "
9,Munnar, 25. Lakkom Water Falls ,3.4, 23 km  from city center , This small little waterfall 25 km from Munnar is a part of Eravikulam stream of Eravikulam National Park. It is one of the main tributaries of Pampar River and is ideal for swimming in privacy. 
9,Munnar, 26. Spend an evening at the Blossom Park ,3.7, 2 km  from city center ," Spread across a lush expanse of 18 acres, Blossom Park is famous for its activities such as water cycling, boating and skating. It is covered with a wide variety of flora and has romantic little provisions of tree houses and ropeways. It is located at a mere distance of 3 km from Munnar. "
9,Munnar, 28. Trekking ,3.6, 34 km  from city center , This place is a trekker''s paradise offering some of amazing trekking trails here. Trekkers would love the trails from Gap Road to Bison Valley Spices Village and from Pothamedu. 
9,Munnar, 29. Chinnakanal Waterfalls ,3.6, 14 km  from city center ," Flowing from a height of 800 m, Chinnakanal Waterfalls is a sight of sheer beauty. These falls lays just 16 km away from Munnar. "
9,Munnar, 33. Chithirapuram ,3.4, 6 km  from city center ," Situated 10 km off Munnar, Chithirapuram is a place famous for its rustic environ and old world charm. It also houses old playgrounds and courts, bungalows, sleepy little cottages and tea plantations adding to the charm of the village. "
9,Munnar, 34. Bird Watching at Salim Ali Bird Sanctuary ,3.4, 39 km  from city center ," Bird watching and spotting can become an addictive joy with the help of trained guides. The Thattekkad Sanctuary is home to some of the rare species of birds such as Crimson-Throated Barbet, Bee-eater, Sunbird, Shrike, Black winged Kite, and the Night Heron. "
9,Munnar, 40. Wait and Watch at the Elephant Arrival Spot ,3.7, 0 km  from city center ," Lying 18 km from Munnar, you can board an Elephant ride here to explore the wilderness of the region. This is a fun spot for both adults and children equally as you get to view the expanse of Munnar hills and forest riding an elephant.  "
9,Munnar, 41. Rock Climbing and Rappelling ,3.4, 9 km  from city center , Rock climbing and rappelling are some of the popular activities offered in and around Munnar. 
9,Munnar, 42. High Range Club ,3.4, 2 km  from city center ," Run by Corporate Planters, this High Range Club is associated with 41 other clubs in the country and also with 2 overseas clubs offering a variety of amusement activities. "
9,Munnar, 43. Mattupetti Indo-Swiss Farm ,3.4, 9 km  from city center ," Established in 1961, Mattupetti Indo-Swiss Farm is a place where Tamil migrant labourers had once reared their cattle. Today, this highly specialized dairy farm bestowed with cool climate and abundance of fodder is managed by the Kerala Livestock Development and Milk Marketing Board (KLDB). "
9,Munnar, 44. Floriculture Centre ,3.4, 1 km  from city center ," Against the backdrop of tea plantations, you will find a well-manicured garden called Floriculture Centre. The park features a large variety of flowers and some herbal plants maintained by the Kerala Forest Development Corporation. "
9,Munnar, 45. Valara Falls ,3.4, 24 km  from city center ," Fed by the Deviyar river, Valara Falls is located at 40 km from Munnar. Enveloped by Neriamangalam town in the east and Adimali in the west, the place offers some absolutely stunning sights. "
10,Mcleodganj, 1. Bhagsu Falls ,4.7, 0 km  from city center , The Bhagsunag Waterfall is located on the main road which connects Mcleodganj and Dharamshala and is an ideal location for picnicking with family and loved ones. The prime attraction here is the famous Bhagsunath Temple. 
10,Mcleodganj, 2. Namgyal Monastery ,4.6, 4 km  from city center ," Dalai Lama, the Tibetan spiritual leader, is believed to have his abode at Namgyal Monastery in Mcleodganj which is also the largest Tibetan temple outside Tibet. Overlooking the mountain ranges of Dhauladhar, it is situated within the Tsuglagkhang complex.  "
10,Mcleodganj, 3. Bhagsunath Temple ,4.4, 3 km  from city center ," The Bhagsunag Temple is one of the oldest ancient temples in Mcleodganj. Also popularly known as Bhagsunath Temple, it is highly revered by the local Gorkha and Hindu community. The two pools around the temple are believed to be sacred and are considered to contain miraculous powers of healing.  "
10,Mcleodganj, 4. Triund ,3.8, 4 km  from city center ," Triund is a popular trek, about 9-km away from Mcleodganj. It is situated at a great height and provides a mesmerizing view of the Moon Peak-Indera Pass. It is also an ideal spot for picnics and the clean and pristine environment will surely rejuvenate your senses. "
10,Mcleodganj, 6. Dal Lake ,4.2, 2 km  from city center ," Named after the Dal lake of Srinagar, this beautiful small lake is just 3 km from the Mcleodganj town. This lake is surrounded by deodar trees and also has a temple here dedicated to Lord Shiva. Dal Lake is also a perfect place to stop over and relax if you are trekking up to Naddi Viewpoint. "
10,Mcleodganj, 8. Trekking ,3.9, 3 km  from city center ," A number of treks are available in and around Mcleodganj, ranging from simple to difficult terrains. There are also a number of institutes that provide training as well as tools and facilities for trekking. "
10,Mcleodganj, 10. Norbulingka Institute ,3.9, 4 km  from city center ," The Norbulingka Institute is a centre for practicing and fostering Tibetan art and crafts. The structure itself is a fine specimen of Tibetan style of architecture and design. The main objective of setting up the Norbulingka Institute is to preserve the Tibetan culture through various paintings, statues and sculptures. "
10,Mcleodganj, 14. Naam Art Gallery ,3.4, 5 km  from city center ," One can spend some relaxed and enjoyable time here, looking around at a number of works as well spiritual art works. Those interested in collecting art can buy some prints available here at a price of INR 400. "
10,Mcleodganj, 15. Tibetan Museum ,3.7, 0 km  from city center ," This museum is located inside the Tsuglagkhang complex and has a collection of brilliant forms of Tibetan Art, which include history documents, pottery, handicrafts, paintings etc. "
10,Mcleodganj, 17. Church of St. Johns in the wilderness ,3.9, 0 km  from city center ," This neo-gothic architecture was built in 1852 and is one of the most important churches in Himachal Pradesh. Located near Dharamshala and on the way to Mcleodganj , this church was built in dedication to John the Baptist. "
10,Mcleodganj, 18. Minkiani Pass ,3.4, 9 km  from city center , The Minkiani Pass can be reached while trekking from Dharamsala to Chamba. This pass offers a panoramic view of the peaks of the northern region . 
10,Mcleodganj, 20. City Shopping ,3.7, 3 km  from city center ," One can find a number of Buddhist and Tibetan sovereigns, and collectibles in Mcleodganj. You can shop for Tibetan carpets, Thangka paintings, jewellery, artifacts, handicrafts, books on Tibet and more. "
10,Mcleodganj," 22. Kangra Fort, Kangra ",3.4, 20 km  from city center ," One of the oldest forts in the country, this fort is located at a distance of 20 km from Dharamsala. The grandeur in its structure speaks volumes of Kangra's rich cultural heritage and its glorious past. "
10,Mcleodganj," 32. Kareri Lake, Kangra ",3.4, 8 km  from city center ," This is a shallow fresh water lake fed by the snow melting in the Dhauladhar Ranges, situated 9 km away from Dharamsala. Given the modest depth of the water and its pristine clarity, one can clearly see the bed of the lake, making it all the more beautiful. "
